"BN_GRETIL
displayName","BN cat.
(key)",GRETIL Path,GRETIL fn,GRETIL link,GRETIL link text,filesize (KB),partial,extract,"alt.
vers.","niche 
doc",note,Work,Alternative Work Names,Author(s),Alternative Author Names,Work ID,Author ID,,,Inexact Matching Work Suggestions,Inexact Matching Author Suggestions,Corroborated Inexact Work ID,Corroborated Inexact Author ID,Corroborated Work ID,Corroborated Author ID,Exact Matching Work Suggestions,Exact Matching Author Suggestions
Brhadaranyaka-Upanisad 5,GV05,1_veda/4_upa,brupsb5u,brupsb5u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb5u.htm,59.2,y,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 5,,,,95965,—,,,"[('Bṛhadāraṇyakopaniṣadbhāṣya', '88642', '78%'), ('Bṛhadāraṇyakopaniṣad', '95965', '72%'), ('Bṛhadāraṇyakopaniṣadbhāṣyavārttika', '88814', '69%')]",,,,,,,
Brhadaranyaka-Upanisad 6,GV05,1_veda/4_upa,brupsb6u,brupsb6u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/1_veda/4_upa/brupsb6u.htm,83.1,y,,,,,Bṛhadāraṇyaka-Upaniṣad: Adhyāya 6,,,,95965,—,,,"[('Bṛhadāraṇyakopaniṣadbhāṣya', '88642', '78%'), ('Bṛhadāraṇyakopaniṣad', '95965', '72%'), ('Bṛhadāraṇyakopaniṣadbhāṣyavārttika', '88814', '69%')]",,,,,,,
Lalitavistara,K10,4_rellit/buddh,bsu022_u,bsu022_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bsu022_u.htm,682.1,,,,,,Lalitavistara,Lalitavistarasūtra,,,96032,—,,,,,,,,,"[('Lalitavistara', '96032')]",
Paratrimsika,GSP30,6_sastra/3_phil/saiva,partr_pu,partr_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/partr_pu.htm,4.3,,,,,,Parātriṃśikā,,,,96083,—,,,,,,,,,"[('Parātriṃśikā', '96083')]",
Pasupatasutra,GR13,4_rellit/saiva,pasupbhu,pasupbhu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/pasupbhu.htm,240.4,,,,,,Pāśupatasūtra,,,,96085,—,,,,,,,,,"[('Pāśupatasūtra', '96085')]",
Pasupatasutra,GR13,4_rellit/saiva,pasupspu,pasupspu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/pasupspu.htm,6.1,,y,y,,,Pāśupatasūtra,,,,96085,—,,,,,,,,,"[('Pāśupatasūtra', '96085')]",
Sardhatrisatikalottaragama,GR13,4_rellit/saiva,stkal_pu,stkal_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/stkal_pu.htm,41.7,,,,,,Sārdhatriśatikālottarāgama,,,,96121,—,,,,,,,,,"[('Sārdhatriśatikālottarāgama', '96121')]",
Magha: Sisupalavadha,GK19,5_poetry/2_kavya,maghspvu,maghspvu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/maghspvu.htm,260.6,,,,,,Śiśupālavadha,,Māgha,,96133,96394,,,,,,,96133,96394,,
Śiṣyalekha,T10,4_rellit/buddh,cansisyu,cansisyu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/cansisyu.htm,21.7,,,,,,Śiṣyalekha,,Candragomin,,96134,109798,,,"[('Śiṣyalekha (Candragomin)', '96134', '90%'), ('Śiṣyaśikṣa', '103383', '70%'), ('Upalekha', '113081', '67%')]",,,,,,,"[('Candragomin', '109798')]"
Visnu-Purana,GP12,3_purana,vipce_pu,vipce_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/vipce_pu.htm,854.9,,,,,"newer ""critical edition""",Viṣṇu-Purāṇa,,,,96184,—,,,"[('Viṣṇu Purāṇa', '96184', '92%'), ('Vāyupurāṇa', '109643', '64%'), ('Purāṇas', '96098', '63%')]",,,,,,,
Visnu-Purana,GP12,3_purana,visnup_u,visnup_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/visnup_u.htm,801.1,,,y,,older edition,Viṣṇu-Purāṇa,,,,96184,—,,,"[('Viṣṇu Purāṇa', '96184', '92%'), ('Vāyupurāṇa', '109643', '64%'), ('Purāṇas', '96098', '63%')]",,,,,,,
Bharata: Natyasastra,GK18,5_poetry/1_natya,bharnatu,bharnatu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_natya/bharnatu.htm,588.9,,,,,,Nāṭyaśāstra,,Bharata,,96216,...,,,,"[('Bharatamallika', '40418', '90%'), ('Bhagīratha', '40388', '82%'), ('Bhairava', '40296', '80%')]",,,,,"[('Nāṭyaśāstra', '96216')]",
Kalidasa: Abhijnanasakuntalam,GK20,5_poetry/3_drama,ksakunpu,ksakunpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/ksakunpu.htm,145.7,,,,,,Abhijñānaśākuntala,,Kālidāsa,,96246,40377,,,,,"[('Abhijñānaśakuntala', '96246', '94%')]","[('Kālidāsa', '40377', '100%')]",,,,"[('Kālidāsa', '40377'), ('Kālidāsa', '112242')]"
Bhamaha: Kavyalamkara,GK16,5_poetry/1_alam,bhakavpu,bhakavpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/bhakavpu.htm,62.8,,,,,,Kāvyālaṃkāra,,Bhāmaha,,96273,40886,,,,,,,96273,40886,,
Rajasekhara: Kavyamimamsa,GK16,5_poetry/1_alam,rajkmimu,rajkmimu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/rajkmimu.htm,175.4,,,,,,Kāvyamīmāṃsā,,Rājaśekhara,,96324,96322,,,,,,,96324,96322,,
Abhinanda: Ramacaritamahakavya 1–3,GK20,5_poetry/2_kavya,rmc1-3pu,rmc1-3pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/rmc1-3pu.htm,46.9,y,,,,,Rāmacaritamahākāvya 1–3,,Abhinanda,,96331,96327,,,"[('Rāmacaritamānasa', '112336', '67%'), ('Rāmcaritamānasa', '113103', '63%'), ('Rāmcaritamānasa-Laṅkākāṇḍa', '113092', '61%')]",,,,,,,"[('Abhinanda', '109728'), ('Abhinanda', '96327')]"
Anandavardhana: Dhvanyaloka,GK16,5_poetry/1_alam,andhvy_u,andhvy_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/andhvy_u.htm,195.8,,,,,,Dhvanyāloka,Sahṛdayāloka,Ānandavardhana,,96406,85268,,,,,,,96406,85268,,
"Anandavardhana: Dhvanyaloka, Uddyota 1",GK16,5_poetry/1_alam,andhvc1u,andhvc1u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/andhvc1u.htm,412.1,,,,,with comms,Dhvanyāloka: Uddyota 1,Sahṛdayāloka,Ānandavardhana,,96406,85268,,,,,"[('Dhvanyāloka', '96406', '67%')]","[('Ānandavardhana', '85268', '100%')]",,,,"[('Ānandavardhana', '85268')]"
"Anandavardhana: Dhvanyaloka, Uddyota 2",GK16,5_poetry/1_alam,andhvc2u,andhvc2u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/andhvc2u.htm,316.4,y,,,,,Dhvanyāloka: Uddyota 2,Sahṛdayāloka,Ānandavardhana,,96406,85268,,,,,"[('Dhvanyāloka', '96406', '67%')]","[('Ānandavardhana', '85268', '100%')]",,,,"[('Ānandavardhana', '85268')]"
"Anandavardhana: Dhvanyaloka, Uddyota 3",GK16,5_poetry/1_alam,andhvc3u,andhvc3u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/andhvc3u.htm,596.2,y,,,,,Dhvanyāloka: Uddyota 3,Sahṛdayāloka,Ānandavardhana,,96406,85268,,,,,"[('Dhvanyāloka', '96406', '67%')]","[('Ānandavardhana', '85268', '100%')]",,,,"[('Ānandavardhana', '85268')]"
"Anandavardhana: Dhvanyaloka, Uddyota 4",GK16,5_poetry/1_alam,andhvc4u,andhvc4u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/andhvc4u.htm,84.5,y,,,,,Dhvanyāloka: Uddyota 4,Sahṛdayāloka,Ānandavardhana,,96406,85268,,,,,"[('Dhvanyāloka', '96406', '67%')]","[('Ānandavardhana', '85268', '100%')]",,,,"[('Ānandavardhana', '85268')]"
Dhananjaya: Dasarupaka,GK18,5_poetry/1_natya,dhandasu,dhandasu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_natya/dhandasu.htm,39.6,,,,,,Daśarūpaka,,Dhanañjaya,,96443,96442,,,,,,,96443,96442,,
Dandin: Kavyadarsa,GK16,5_poetry/1_alam,dkavy1pu,dkavy1pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/dkavy1pu.htm,13.2,,,,,pariccheda 1,Kāvyādarśa,,Daṇḍin,,96586,96585,,,,,,,96586,96585,,
Dandin: Kavyadarsa,GK16,5_poetry/1_alam,dkavy2pu,dkavy2pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/dkavy2pu.htm,26.9,y,,,,pariccheda 2,Kāvyādarśa,,Daṇḍin,,96586,96585,,,,,,,96586,96585,,
Dandin: Kavyadarsa,GK16,5_poetry/1_alam,dkavy3_u,dkavy3_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/dkavy3_u.htm,24.6,y,,,,"pariccheda 3, Euro edition",Kāvyādarśa,,Daṇḍin,,96586,96585,,,,,,,96586,96585,,
Dandin: Kavyadarsa,GK16,5_poetry/1_alam,dkavy12u,dkavy12u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/dkavy12u.htm,59.6,,,y,,"paricchedas 1–2, other Indian edition",Kāvyādarśa,,Daṇḍin,,96586,96585,,,,,,,96586,96585,,
Bharavi: Kiratarjuniya,GK19,5_poetry/2_kavya,bhakirpu,bhakirpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bhakirpu.htm,167.6,,,,,,Kirātārjunīya,,Bhāravi,,97080,97079,,,,,,,97080,97079,,
Kulasekhara: Mukundamala,GK19,5_poetry/2_kavya,kulmukuu,kulmukuu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kulmukuu.htm,7.3,,,,,,Mukundamālā,,Kulaśekhara,Kulaśekhara Varman,97225,97222,,,,,"[('Mukundamālā', '97225', '100%')]","[('Kulaśekhara Varman', '97222', '90%')]",,,"[('Mukundamālā', '97225')]",
Kulasekhara: Mukundamala,GR14,4_rellit/vaisn,kumukumu,kumukumu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/vaisn/kumukumu.htm,8.6,,,,,,Mukundamālā,,Kulaśekhara,Kulaśekhara Varman,97225,97222,,,,,"[('Mukundamālā', '97225', '100%')]","[('Kulaśekhara Varman', '97222', '90%')]",,,"[('Mukundamālā', '97225')]",
Harsadeva: Naganandanataka,GK20,5_poetry/3_drama,harnagau,harnagau,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/harnagau.htm,25,,,,,,Nāgānandanāṭaka,,Harṣa,Harṣadeva,97231,97232,,,"[('Nāgānanda', '97231', '75%'), ('Bhairavānanda-nāṭaka', '111545', '69%'), ('Jñānacandrodayanāṭaka', '90953', '67%')]","[('Sarvadeva', '85508', '78%'), ('Harṣaṭa', '96477', '75%'), ('Śaraṇadeva', '40622', '74%')]",,,,,,
Bhattanarayana: Venisamhara,GK20,5_poetry/3_drama,bhveni_u,bhveni_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhveni_u.htm,187.1,,,,,,Veṇīsaṃhāra,,Bhaṭṭa Nārāyaṇa,Bhaṭṭanārāyaṇa,97241,97242,,,,,,,97241,97242,,
Harsadeva: Ratnavalinatika,GK20,5_poetry/3_drama,hdratn_u,hdratn_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/hdratn_u.htm,73.4,,,,,,Ratnāvalīnāṭikā,,Harṣa,Harṣadeva,97246,97232,,,"[('Ratnāvalī', '41348', '75%'), ('Ratnāvalī', '41391', '75%'), ('Ratnāvalī', '88081', '75%'), ('Ratnāvalī', '91151', '75%'), ('Ratnāvalī', '97246', '75%'), ('Ratnāvalī', '106776', '75%'), ('Ratnāvalīvādasudhāṭīkā', '93351', '70%'), ('Ratnaṭīkā', '89002', '67%')]","[('Sarvadeva', '85508', '78%'), ('Harṣaṭa', '96477', '75%'), ('Śaraṇadeva', '40622', '74%')]",,,,,,
Bhasa: Svapnavasavadatta,GK20,5_poetry/3_drama,bhassv_u,bhassv_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/bhassv_u.htm,92,,,,,,Svapnavāsavadatta,,Bhāsa,,97253,97249,,,,,,,97253,97249,,
Brahmanda-Purana 1,GP12,3_purana,brndp1_u,brndp1_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brndp1_u.htm,500.1,,,,,,Brahmāṇḍa-Purāṇa 1,,,,97296,—,,,"[('Brahmāṇḍapurāṇa', '97296', '85%'), ('Brahmāṇḍottara Purāṇa', '111240', '77%'), ('Brahmādarśa', '100791', '62%')]",,,,,,,
Brahmanda-Purana 2,GP12,3_purana,brndp2_u,brndp2_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brndp2_u.htm,767.7,y,,,,,Brahmāṇḍa-Purāṇa 2,,,,97296,—,,,"[('Brahmāṇḍapurāṇa', '97296', '85%'), ('Brahmāṇḍottara Purāṇa', '111240', '77%'), ('Brahmādarśa', '100791', '62%')]",,,,,,,
Brahmanda-Purana 3,GP12,3_purana,brndp3_u,brndp3_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/3_purana/brndp3_u.htm,554.3,y,,,,,Brahmāṇḍa-Purāṇa 3,,,,97296,—,,,"[('Brahmāṇḍapurāṇa', '97296', '85%'), ('Brahmāṇḍottara Purāṇa', '111240', '77%'), ('Brahmādarśa', '100791', '62%')]",,,,,,,
Mokṣopāya,GSP27,,motik_1u,motik_1u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr//motik_1u.htm,245.4,y,,y,,"incomplete (1–4), with comm.",Mokṣopāya,,,,99171,—,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,"[('Mokṣopāya', '99171')]",
Mokṣopāya,GSP27,,motik_2u,motik_2u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr//motik_2u.htm,201.6,y,,y,,,Mokṣopāya,,,,99171,—,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,"[('Mokṣopāya', '99171')]",
Mokṣopāya,GSP27,,motik_3u,motik_3u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr//motik_3u.htm,355.4,y,,y,,,Mokṣopāya,,,,99171,—,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,"[('Mokṣopāya', '99171')]",
Mokṣopāya,GSP27,,motik_4u,motik_4u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr//motik_4u.htm,355.5,y,,y,,,Mokṣopāya,,,,99171,—,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,"[('Mokṣopāya', '99171')]",
Mokṣopāya,GSP27,6_sastra/3_phil/advaita,moksop_u,moksop_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/advaita/moksop_u.htm,2399.3,,,,,nearly complete (1–most of 6),Mokṣopāya,,,,99171,—,,,,,,,,,"[('Mokṣopāya', '99171')]",
Visnusmrti,GSD36,6_sastra/4_dharma/smrti,visnu_pu,visnu_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/visnu_pu.htm,195.5,,,,,,Viṣṇusmṛti,,,,102263,—,,,,,,,,,"[('Viṣṇusmṛti', '102263')]",
Yajnavalkyasmrti,GSD36,6_sastra/4_dharma/smrti,yajn2_pu,yajn2_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/yajn2_pu.htm,130.5,,,,,,Yājñavalkyasmṛti,,Yājñavalkya,,102265,40735,,,,,"[('Yājñavalkyasmṛti', '102265', '100%')]","[('Yājñavalkya', '40735', '69%')]",,,"[('Yājñavalkyasmṛti', '102265')]",
Manusmrti,GSD36,6_sastra/4_dharma/smrti,manu2p_u,manu2p_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/4_dharma/smrti/manu2p_u.htm,348.5,,,,,,Manusmṛti,,,,102278,—,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,"[('Manusmṛti', '102278')]",
Lagadha: Rgvedavedangajyotisa,GS41,6_sastra/8_jyot,lagrvvju,lagrvvju,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/lagrvvju.htm,4.4,,,,,,Ṛgvedavedāṅgajyotiṣa,,Lagadha,,105492,108823,,,,,,,,,,"[('Lagadha', '108823')]"
Varahamihira: Brhajjataka,GS41,6_sastra/8_jyot,brhajj_u,brhajj_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/brhajj_u.htm,5.6,,,,,,Bṛhajjātaka,,Varāhamihira,,105805,108559,,,,,,,105805,108559,,
Varahamihira: Brhatsamhita,GS41,6_sastra/8_jyot,brhats_u,brhats_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/brhats_u.htm,486.6,,,,,,Bṛhatsaṃhitā,,Varāhamihira,,105835,108559,,,,,,,105835,108559,,
Bhaskara: Bijaganita,GS41,6_sastra/8_jyot,bijaganu,bijaganu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/bijaganu.htm,29.9,,,,,,Bījagaṇita,,Bhāskara II,,105849,106561,,,,,"[('Bījagaṇita', '105849', '100%')]","[('Bhāskara  II', '106561', '96%')]",,,"[('Bījagaṇita', '105849')]",
Suryasiddhanta,GS41,6_sastra/8_jyot,surysidu,surysidu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/surysidu.htm,65,,,,,,Sūryasiddhānta,,,,106098,—,,,,,,,,,"[('Sūryasiddhānta', '106098')]",
Bhaskara: Lilavati,GS41,6_sastra/8_jyot,lilavatu,lilavatu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/lilavatu.htm,108,,,,,,Līlāvatī,,Bhāskara II,,106605,106561,,,,,"[('Līlāvatī', '106605', '100%')]","[('Bhāskara  II', '106561', '96%')]",,,"[('Līlāvatī', '89286'), ('Līlāvatī', '106605')]",
Varahamihira: Yogayatra,GS41,6_sastra/8_jyot,yogay1_u,yogay1_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/yogay1_u.htm,90.6,,,,,,Yogayātrā,,Varāhamihira,,107963,108559,,,,,,,107963,108559,,
Varahamihira: Yogayatra,GS41,6_sastra/8_jyot,yogay2_u,yogay2_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/yogay2_u.htm,91.6,y,,,,,Yogayātrā,,Varāhamihira,,107963,108559,,,,,,,107963,108559,,
Varahamihira: Vivahapatalam,GS41,6_sastra/8_jyot,vivahapu,vivahapu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/vivahapu.htm,16.2,,,,,,Vivāhapaṭala,,Varāhamihira,,108044,108559,,,,,,,,,"[('Vivāhapaṭala', '108044')]","[('Varāhamihira', '108559')]"
Aryabhatiya,GS41,6_sastra/8_jyot,aryabh_u,aryabh_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/aryabh_u.htm,18.5,,y,,,,Āryabhaṭīya,,Āryabhaṭa,,108641,108640,,,,,,,108641,108640,,
Aryabhatiya,GS41,6_sastra/8_jyot,aryabhcu,aryabhcu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/8_jyot/aryabhcu.htm,517.4,,,,,with comms,Āryabhaṭīya,,Āryabhaṭa,,108641,108640,,,,,,,108641,108640,,
Kalidasa: Meghaduta,GK19,5_poetry/2_kavya,kmeghdpu,kmeghdpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kmeghdpu.htm,27,,,,,,Meghadūta,,Kālidāsa,,108721,40377,,,,,,,108721,40377,,
Kalidasa: Meghaduta,GK19,5_poetry/2_kavya,kmeghvpu,kmeghvpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/kmeghvpu.htm,26.9,,,y,,different edition,Meghadūta,,Kālidāsa,,108721,40377,,,,,,,108721,40377,,
Kalidasa: Meghaduta,GK19,5_poetry/2_kavya,meghdk_u,meghdk_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/meghdk_u.htm,29.7,,,y,,yet another edition,Meghadūta,,Kālidāsa,,108721,40377,,,,,,,108721,40377,,
Vidyanatha: Prataparudriya,GK16,5_poetry/1_alam,viprud_u,viprud_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/viprud_u.htm,315.2,,,,,,Pratāparudrīya,Pratāparudrayaśobhūṣaṇa,Vidyānātha,,108748,40271,,,,,,,108748,40271,,
Harsadeva: Priyadarsika,GK20,5_poetry/3_drama,hpriydpu,hpriydpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/3_drama/hpriydpu.htm,87.8,,,,,,Priyadarśikā,,Harṣa,Harṣadeva,108813,97232,,,,"[('Sarvadeva', '85508', '78%'), ('Harṣaṭa', '96477', '75%'), ('Śaraṇadeva', '40622', '74%')]",,,,,"[('Priyadarśikā', '108813')]",
Bhallata: Bhallatasataka,GK19,5_poetry/2_kavya,bhall_pu,bhall_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/bhall_pu.htm,22.9,,,,,,Bhallaṭaśataka,,Bhallaṭa,,108824,108822,,,,,,,108824,108822,,
Ruyyaka: Alamkarasarvasva,GK16,5_poetry/1_alam,ruyalscu,ruyalscu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/ruyalscu.htm,292.1,,,,,,Alaṅkārasarvasva,,Ruyyaka,Rājānaka Ruyyaka,108906,108893,,,,,,,108906,108893,,
Ruyyaka: Alamkarasarvasva,GK16,5_poetry/1_alam,ruyalssu,ruyalssu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/ruyalssu.htm,67.5,y,y,y,,extracted from below,Alaṅkārasarvasva,,Ruyyaka,Rājānaka Ruyyaka,108906,108893,,,,,,,108906,108893,,
Ruyyaka: Alamkarasarvasva,GK16,5_poetry/1_alam,ruyalsvu,ruyalsvu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/ruyalsvu.htm,264.1,y,,y,,"different edition, different comm, 1–34 only, ",Alaṅkārasarvasva,,Ruyyaka,Rājānaka Ruyyaka,108906,108893,,,,,,,108906,108893,,
Ruyyaka: Vyaktivivekavyakhya,GK16,5_poetry/1_alam,ruvyavivya_pu,ruvyavivya_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/1_alam/ruvyavivya_pu.htm,139.8,,,,,,Vyaktivivekavyākhyā,Vyaktivivekavicāra,Ruyyaka,Rājānaka Ruyyaka,108908,108893,,,,,"[('Vyaktivivekavicāra', '108908', '76%')]","[('Ruyyaka', '108893', '100%')]",,,,"[('Ruyyaka', '108893')]"
Ruyyaka: Sahrdayalila,GK20,5_poetry/2_kavya,ruysahlu,ruysahlu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/ruysahlu.htm,5.7,,,,,,Sahṛdayalīlā,,Ruyyaka,Rājānaka Ruyyaka,108909,108893,,,,,,,108909,108893,,
Asvaghosa: Buddhacarita,GK19,5_poetry/2_kavya,asvbc_1u,asvbc_1u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvbc_1u.htm,175.8,,,,,,Buddhacarita,,Aśvaghoṣa,,108935,108889,,,,,,,108935,108889,,
Asvaghosa: Buddhacarita,GK19,5_poetry/2_kavya,asvbuc2u,asvbuc2u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvbuc2u.htm,157.2,,,,,,Buddhacarita,,Aśvaghoṣa,,108935,108889,,,,,,,108935,108889,,
Asvaghosa: Saundarananda,GK19,5_poetry/2_kavya,asvsau2u,asvsau2u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvsau2u.htm,162.6,,,,,,Saundarananda,,Aśvaghoṣa,,108936,108889,,,,,,,108936,108889,,
Asvaghosa: Saundarananda,GK19,5_poetry/2_kavya,asvsaunu,asvsaunu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/5_poetry/2_kavya/asvsaunu.htm,164,,,,,,Saundarananda,,Aśvaghoṣa,,108936,108889,,,,,,,108936,108889,,
