"BN_GRETIL
displayName","BN cat.
(key)",GRETIL Path,GRETIL fn,GRETIL link,GRETIL link text,filesize (KB),partial,extract,"alt.
vers.","niche 
doc",note,Work,Alternative Work Names,Author(s),Alternative Author Names,Work ID,Author ID,,,Inexact Matching Work Suggestions,Inexact Matching Author Suggestions,Corroborated Inexact Work ID,Corroborated Inexact Author ID,Corroborated Work ID,Corroborated Author ID,Exact Matching Work Suggestions,Exact Matching Author Suggestions
Śikṣāsamuccaya XI. aranyasamvarnana,T04,6_sastra/3_phil/buddh,sanss11u,sanss11u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss11u.htm,15.4,,,,,,Śikṣāsamuccaya XI. aranyasamvarnana,,Śāntideva,,88609,85209,,,"[('Śikṣāsamuccayābhisamaya', '89127', '62%')]","[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XV. bhogapunyasuddhi,T04,6_sastra/3_phil/buddh,sanss15u,sanss15u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss15u.htm,9.6,,,,,,Śikṣāsamuccaya XV. bhogapunyasuddhi,,Śāntideva,,88609,85209,,,"[('Śikṣāsamuccayābhisamaya', '89127', '62%')]","[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XVI. bhadracaryaviddhi,T04,6_sastra/3_phil/buddh,sanss16u,sanss16u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss16u.htm,34.7,,,,,,Śikṣāsamuccaya XVI. bhadracaryaviddhi,,Śāntideva,,88609,85209,,,"[('Śikṣāsamuccayābhisamaya', '89127', '63%')]","[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya,T04,6_sastra/3_phil/buddh,sanssr_pu,sanssr_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanssr_pu.htm,550.1,,,,,,Śikṣāsamuccaya,,Śāntideva,,88609,85209,,,,,,,88609,85209,,
Śikṣāsamuccaya III. dharmabanakadiraksa,T04,6_sastra/3_phil/buddh,sanss03u,sanss03u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss03u.htm,23.5,,,,,,Śikṣāsamuccaya III. dharmabanakadiraksa,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya IV. caturthah paricchedah,T04,6_sastra/3_phil/buddh,sanss04u,sanss04u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss04u.htm,67,,,,,,Śikṣāsamuccaya IV. caturthah paricchedah,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya VII. bhogapunyaraksa,T04,6_sastra/3_phil/buddh,sanss07u,sanss07u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss07u.htm,26.2,,,,,,Śikṣāsamuccaya VII. bhogapunyaraksa,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XII. cittaparikarma,T04,6_sastra/3_phil/buddh,sanss12u,sanss12u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss12u.htm,41,,,,,,Śikṣāsamuccaya XII. cittaparikarma,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XIII. smrtyupasthanapariccheda,T04,6_sastra/3_phil/buddh,sanss13u,sanss13u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss13u.htm,16.9,,,,,,Śikṣāsamuccaya XIII. smrtyupasthanapariccheda,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XIV. atmabhavaparisuddhi,T04,6_sastra/3_phil/buddh,sanss14u,sanss14u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss14u.htm,40,,,,,,Śikṣāsamuccaya XIV. atmabhavaparisuddhi,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XVII. vandanadyanusamsa,T04,6_sastra/3_phil/buddh,sanss17u,sanss17u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss17u.htm,24.2,,,,,,Śikṣāsamuccaya XVII. vandanadyanusamsa,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Śikṣāsamuccaya XVIII. ratnatrayanusmrti,T04,6_sastra/3_phil/buddh,sanss18u,sanss18u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/sanss18u.htm,41.3,,,,,,Śikṣāsamuccaya XVIII. ratnatrayanusmrti,,Śāntideva,,88609,85209,,,,"[('Nārāyaṇa', '86182', '90%'), ('Nārāyaṇa', '41163', '90%'), ('Nārāyaṇa', '87548', '90%'), ('Nārāyaṇa', '87547', '90%'), ('Nārāyaṇa', '40744', '90%'), ('Nārāyaṇa', '112094', '90%'), ('Nārāyaṇa', '85695', '90%'), ('Nārāyaṇa', '40901', '90%'), ('Nārāyaṇa', '40763', '90%'), ('Raṅgācārya of Kauśikagotra', '87684', '90%'), ('Gadādhara Bhaṭṭācārya', '86189', '90%')]",,,,,,
Mandanamisra: Brahmasiddhi,GSP33,6_sastra/3_phil/vedanta,mbrahsiu,mbrahsiu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/mbrahsiu.htm,301.5,,,,,,Brahmasiddhi,,Maṇḍana Miśra,"Maṇḍanamiśra, Maṇḍana",88611,85210,,,,,,,88611,85210,,
Mandanamisra: Vibhramaviveka,GSP33,6_sastra/3_phil/vedanta,mndvivpu,mndvivpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/mndvivpu.htm,19.2,,,,,,Vibhramaviveka,,Maṇḍana Miśra,"Maṇḍanamiśra, Maṇḍana",88614,85210,,,,,,,88614,85210,,
Siddhasena Mahamati: Nyayavatara,GSP29,6_sastra/3_phil/nyaya,snyayvpu,snyayvpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/nyaya/snyayvpu.htm,212,,,,,Siddhasena Divākara more commonly accepted as author,Nyāyāvatāra,,Siddhasena Mahāmati,,88620,85172,,,,"[('Siddhasena Gaṇi', '85240', '76%'), ('Siddhasena Sādhāraṇī', '85405', '72%'), ('Siddhasenasūri', '85497', '67%')]",,,,,"[('Nyāyāvatāra', '88620')]",
Vijnanabhairava,GSP30,6_sastra/3_phil/saiva,vijnbhau,vijnbhau,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/vijnbhau.htm,19.2,,,,,,Vijñānabhairava,,,,88621,—,,,"[('Vijñanabhairava', '88621', '93%'), ('Vijñānanavakā', '102416', '71%'), ('Vijñānasāra', '95156', '69%')]",,,,,,,
Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā,T08,4_rellit/buddh,jsphustu,jsphustu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/jsphustu.htm,113.6,,,,,,Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā,,Jayarakṣita,,88622,85215,,,,,"[('Sphuṭārtha Śrīghanacavasaṃgrahaṭīkā', '88622', '89%')]","[('Jayarakṣita', '85215', '100%')]",,,,"[('Jayarakṣita', '85215')]"
Samkara: Bhagavadgitabhasya,GSP33,6_sastra/3_phil/vedanta,bhgsbh_u,bhgsbh_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/bhgsbh_u.htm,503.5,,,,,,Bhagavadgītābhāṣya,,Śaṃkara,Ādi Śaṅkarācārya,88637,85218,,,,,"[('Bhagavadgitābhāṣya', '88637', '94%')]","[('Śaṃkara', '85218', '100%')]",,,,"[('Śaṃkara', '85218'), ('Śaṃkara', '87723'), ('Śaṃkara', '85308'), ('Śaṃkara', '87719'), ('Śaṃkara', '87720')]"
Samkara: Kathopanisadbhasya,GSP33,6_sastra/3_phil/vedanta,samkaubh_u,samkaubh_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/samkaubh_u.htm,106.6,,,,,,Kaṭhopaniṣadbhāṣya,,Śaṃkara,Ādi Śaṅkarācārya,88654,85218,,,,,,,,,"[('Kaṭhopaniṣadbhāṣya', '90031')]","[('Śaṃkara', '85218'), ('Śaṃkara', '87723'), ('Śaṃkara', '85308'), ('Śaṃkara', '87719'), ('Śaṃkara', '87720')]"
Samkara: Upadesasahasri,GSP33,6_sastra/3_phil/vedanta,samkupad_u,samkupad_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/samkupad_u.htm,137.4,,,,,,Upadeśasāhasrī,,Śaṃkara,Ādi Śaṅkarācārya,88693,85218,,,,,,,88693,85218,,
Samkara: Vivekacudamani,GSP33,6_sastra/3_phil/vedanta,vivcud_u,vivcud_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/vedanta/vivcud_u.htm,85.2,,,,,,Vivekacūḍāmaṇi,,Śaṃkara,Ādi Śaṅkarācārya,88697,85218,,,,,,,88697,85218,,
Hetubinduṭīkā,T11,6_sastra/3_phil/buddh,arhebt_u,arhebt_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/arhebt_u.htm,479.3,,,y,,,Hetubinduṭīkā,,Arcaṭa,,88733,85228,,,"[('Hetubindu', '88574', '82%'), ('Vedastutiṭīkā', '102740', '62%'), ('Subodhinīṭīkā', '97643', '62%')]","[('Ārcaṭa', '85228', '83%'), ('Aruṇācala', '87111', '67%'), ('Allaṭa', '40275', '67%')]",,,,,,
Hetubinduṭīkā,T11,6_sastra/3_phil/buddh,arhebt2u,arhebt2u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/arhebt2u.htm,447.8,,,,,,Hetubinduṭīkā,,Arcaṭa,,88733,85228,,,"[('Hetubindu', '88574', '82%'), ('Vedastutiṭīkā', '102740', '62%'), ('Subodhinīṭīkā', '97643', '62%')]","[('Ārcaṭa', '85228', '83%'), ('Aruṇācala', '87111', '67%'), ('Allaṭa', '40275', '67%')]",,,,,,
Bodhicittavivaraṇa,T02,6_sastra/3_phil/buddh,nagbhc_u,nagbhc_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/nagbhc_u.htm,1.2,,,,,,Bodhicittavivaraṇa,,Nāgārjuna,,88749,85231,,,,,,,88749,85231,,
Nyāyapraveśapravṛtti,T11,6_sastra/3_phil/buddh,bsa066_u,bsa066_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa066_u.htm,63.1,,,,,,Śiṣyahitā,"Nyāyapraveśakavyākhyā, Nyāyapraveśapravṛtti, Nyāyapraveśaṭīkā",Haribhadra Sūri,Haribhadrasūri,88775,85238,,,"[('Nyāyapraveśa', '88497', '75%'), ('Nayaprakāśastavavṛtti', '91297', '68%'), ('Nyāyaprakāśa', '91033', '62%'), ('Nyāyaprakāśa', '94848', '62%')]",,,,,,,"[('Haribhadra Sūri', '85238'), ('Haribhadra Sūri', '85532')]"
Haribhadrasuri: Sastravartasamuccaya,GR12,4_rellit/jaina,hsasvrpu,hsasvrpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/jaina/hsasvrpu.htm,93.1,,,,,,Śāstravārtāsamuccaya,,Haribhadra Sūri,Haribhadrasūri,88780,85238,,,"[('Śāstrasārasamuccaya', '89924', '87%'), ('Sūtrasamuccaya', '88084', '71%'), ('Sūtrasamuccaya', '88607', '71%'), ('Smārtasamuccaya', '41578', '69%')]",,,,,,,"[('Haribhadra Sūri', '85238'), ('Haribhadra Sūri', '85532')]"
Cittaviśuddhiprakaraṇa,T02,6_sastra/3_phil/buddh,bsa006_u,bsa006_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa006_u.htm,16.2,,,,,Pandit asserts this is a different Aryadeva,Cittaviśuddhiprakaraṇa,,Āryadeva,,88799,85241,,,,,,,,,"[('Cittaviśuddhiprakaraṇa', '88799')]","[('Āryadeva', '85099')]"
Bhāvanākrama,T04,6_sastra/3_phil/buddh,bsa047_u,bsa047_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/bsa047_u.htm,137.3,,,,,,Bhāvanākrama,,Kamalaśīla,,88832,85246,,,,,"[('Bhāvanākramas', '88832', '96%')]","[('Kamalaśīla', '85246', '100%')]",,,,"[('Kamalaśīla', '85246')]"
Madhyamakāloka,T04,6_sastra/3_phil/buddh,ksmadhlu,ksmadhlu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/ksmadhlu.htm,332.1,,,,,,Madhyamakāloka,,Kamalaśīla,,88837,85246,,,,,,,88837,85246,,
Prajñāpāramitāvajracchedikāṭīkā,T03,4_rellit/buddh,kamvchtu,kamvchtu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/kamvchtu.htm,194.1,,,,,,Prajñāpāramitāvajracchedikāṭīkā,,Kamalaśīla,,88845,85246,,,"[('Prajñāpāramitā Parichchheda', '113822', '72%'), ('Prajñāpāramitāstotra', '88120', '63%'), ('Prajñāpāramitā', '113636', '62%')]",,,,,,,"[('Kamalaśīla', '85246')]"
Tarkasopāna,T17,6_sastra/3_phil/buddh,vtrksopu,vtrksopu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/buddh/vtrksopu.htm,53.4,,,,,Pandit's name Vidyākaraprabhā is spurious? ,Tarkasopāna,,Vidyākaraśānti,,88865,85254,,,,,"[('Tarkasopana', '88865', '91%')]","[('Vidyākaraprabhā', '85254', '69%')]",,,,
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp01u,prakp01u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp01u.htm,21.6,,,,,,Prakaraṇapañcikā: Prakaraṇa 1,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp10u,prakp10u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp10u.htm,17.4,y,,,,,Prakaraṇapañcikā: Prakaraṇa 10,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '70%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp11u,prakp11u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp11u.htm,103.6,y,,,,,"Prakaraṇapañcikā: Prakaraṇa 11, Paricchedas 1 & 2",,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,,,,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp12u,prakp12u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp12u.htm,8.5,y,,,,,Prakaraṇapañcikā: Prakaraṇa 12,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '70%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp13u,prakp13u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp13u.htm,45.8,y,,,,,"Prakaraṇapañcikā: Prakaraṇa 13, Paricchedas 1 & 2",,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,,,,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp14u,prakp14u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp14u.htm,8.8,y,,,,,Prakaraṇapañcikā: Prakaraṇa 14,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '70%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp02u,prakp02u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp02u.htm,6.2,y,,,,,Prakaraṇapañcikā: Prakaraṇa 2,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp03u,prakp03u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp03u.htm,9,y,,,,,Prakaraṇapañcikā: Prakaraṇa 3,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp04u,prakp04u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp04u.htm,27.9,y,,,,,Prakaraṇapañcikā: Prakaraṇa 4,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp05u,prakp05u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp05u.htm,9.4,y,,,,,Prakaraṇapañcikā: Prakaraṇa 5,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp06u,prakp06u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp06u.htm,49.8,y,,,,,Prakaraṇapañcikā: Prakaraṇa 6,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp07u,prakp07u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp07u.htm,14.3,y,,,,,Prakaraṇapañcikā: Prakaraṇa 7,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp08u,prakp08u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp08u.htm,36.5,y,,,,,Prakaraṇapañcikā: Prakaraṇa 8,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Salikanathamisra: Prakaranapancika,GSP28,6_sastra/3_phil/mimamsa,prakp09u,prakp09u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/mimamsa/prakp09u.htm,17,y,,,,,Prakaraṇapañcikā: Prakaraṇa 9,,Śālikanātha Miśra,Śālikanāthamiśra,88902,85261,,,,,"[('Prakaraṇapañcikā', '88902', '71%')]","[('Śālikanātha Miśra', '85261', '100%')]",,,,"[('Śālikanātha Miśra', '85261')]"
Sivasutra,GR13,4_rellit/saiva,sivsutru,sivsutru,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/sivsutru.htm,60.7,,,,,,Śivasūtra,,,,88905,—,,,"[('Śivasūtras', '88905', '95%'), ('Śivastotra', '110958', '84%'), ('Śivastotra', '110962', '84%'), ('Śivastotra', '111255', '84%'), ('Śukasūtra', '88178', '78%')]",,,,,,,
Bhatta Narayana: Stavacintamani,GR13,4_rellit/saiva,bhnstcpu,bhnstcpu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/bhnstcpu.htm,15,,,,,,Stavacintāmaṇi,,Bhaṭṭa Nārāyaṇa,Bhaṭṭanārāyaṇa,88908,85264,,,,,,,,,"[('Stavacintāmaṇi', '88908')]","[('Bhaṭṭa Nārāyaṇa', '97242')]"
Utpaladeva: Isvarapratyabhijnakarika,GSP30,6_sastra/3_phil/saiva,utipk_pu,utipk_pu,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/utipk_pu.htm,64.8,,,,,,Īśvarapratyabhijñāvṛtti,,Utpaladeva,Utpala,88956,85292,,,,,"[('Īśvarapratyabhijñākārikās and Vṛtti thereon', '88956', '67%')]","[('Utpala', '85292', '75%')]",,,,
Utpaladeva: Sivastotravali,GR13,4_rellit/saiva,utsivsau,utsivsau,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/utsivsau.htm,61.8,,,,,,Śivastotrāvālī,,Utpaladeva,Utpala,88960,85292,,,,,"[('Śivastotrāvalī', '88960', '93%')]","[('Utpala', '85292', '75%')]",,,,
Bhasarvajna: Ganakarika 1,GSP31,6_sastra/3_phil/saiva,bhgank_u,bhgank_u,http://gretil.sub.uni-goettingen.de/gretil/1_sanskr/6_sastra/3_phil/saiva/bhgank_u.htm,62.3,,,,,"text is both root+comm, BSJ probably wrote latter",Ratnaṭīkā 1,,Bhāsarvajña,,89002,85303,,,,,"[('Ratnaṭīkā', '89002', '90%')]","[('Bhāsarvajña', '85303', '100%')]",,,,"[('Bhāsarvajña', '85303')]"
